Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time (seconds),Moving Time (seconds),Distance (meters),Max Speed,Average Speed,Elevation Gain (meters),Calories,Average Temperature
14699602383,"Aug 24, 2023, 1:42:34 PM",Morning Ride,Ride,5746,5277.0,14807.900390625,8.658333778381350,2.8061208724975600,333.9100036621090,1488.0,16.0
14699602384,"Aug 26, 2023, 3:55:24 PM",Morning Ride,Ride,4088,3622.0,9926.2001953125,7.814285755157470,2.740530014038090,271.2121276855470,1112.0,20.0
14699602385,"Aug 23, 2023, 4:46:31 PM",Morning Ride,Ride,7110,6328.0,19114.099609375,9.899999618530270,3.020559310913090,436.5755920410160,1984.0,24.0
14699602391,"Aug 22, 2023, 1:22:22 PM",Morning Ride,Ride,7222,6647.0,19071.30078125,8.699999809265140,2.869158983230590,437.0245666503910,1924.0,17.0
14699602437,"Aug 15, 2023, 1:13:31 PM",Morning Ride,Ride,6514,6146.0,14028.400390625,4.099999904632570,2.2825253009796100,325.9450378417970,1530.0,17.0
14699602438,"Jul 30, 2023, 5:24:19 PM",Morning Ride,Ride,8401,6696.0,16041.099609375,12.666666984558100,2.3956241607666000,542.6685791015630,2105.0,25.0
14699602439,"Aug 12, 2023, 4:55:36 PM",Morning Ride,Ride,4705,4000.0,8346.2998046875,7.599999904632570,2.0865750312805200,347.773681640625,1179.0,22.0
14699602440,"Jul 26, 2023, 3:48:33 PM",Morning Ride,Ride,3987,3170.0,8570.0,5.961538314819340,2.70346999168396,161.7914276123050,1065.0,24.0
14699602443,"Jul 21, 2023, 1:28:43 PM",Morning Ride,Ride,4819,4614.0,14896.2001953125,10.859999656677200,3.22847843170166,330.668701171875,697.0,18.0
14699602444,"Jul 28, 2023, 2:22:51 PM",Morning Ride,Ride,5924,5098.0,12492.5,7.599999904632570,2.4504706859588600,362.7054748535160,1479.0,20.0
14699602445,"Jul 23, 2023, 4:14:38 PM",Morning Ride,Ride,9632,8313.0,20902.599609375,8.283333778381350,2.5144472122192400,648.6044311523440,1234.0,23.0
14699602451,"Jul 24, 2023, 2:26:59 PM",Morning Ride,Ride,6915,5976.0,12340.2998046875,8.614285469055180,2.064976453781130,486.0657043457030,1700.0,21.0
14699602457,"Jul 25, 2023, 1:34:42 PM",Morning Ride,Ride,8509,6978.0,28235.5,22.260000228881800,4.046360015869140,581.558349609375,2411.0,20.0
14699602493,"Jul 16, 2023, 3:04:50 PM",Morning Ride,E-Bike Ride,5515,4457.0,15954.5,7.9375,3.5796499252319300,495.0135803222660,1056.0,20.0
14699602495,"Jul 15, 2023, 4:17:09 PM",Morning Ride,Ride,8382,6793.0,17957.0,8.0600004196167,2.64345645904541,545.2610473632810,802.0,24.0
14699602499,"Jul 13, 2023, 1:56:15 PM",Morning Ride,Ride,6757,6029.0,19160.5,10.779999732971200,3.178056001663210,438.404052734375,710.0,23.0
14699602507,"Jul 19, 2023, 2:09:38 PM",Morning Ride,Ride,6850,6356.0,21242.69921875,17.200000762939500,3.342149257659910,452.5987243652340,938.0,20.0
14699607271,"Jun 24, 2023, 8:08:17 PM",Afternoon Ride,Ride,5192,4230.0,12538.099609375,8.699999809265140,2.964089870452880,365.89227294921900,1543.0,23.0
14699607278,"Jun 29, 2023, 5:07:09 PM",Morning Ride,Ride,5450,4346.0,12584.7998046875,8.533333778381350,2.8957202434539800,364.8319091796880,1571.0,20.0
14699607288,"Jun 19, 2023, 6:51:45 PM",Lunch Ride,Ride,7638,5356.0,4885.10009765625,1.4928570985794100,0.912079930305481,236.65834045410200,1654.0,20.0
14699607290,"Jun 17, 2023, 4:50:05 PM",Morning Ride,Ride,5294,4424.0,12520.7998046875,7.914285659790040,2.8301990032196000,362.5966796875,1545.0,21.0
14699607292,"Jul 3, 2023, 2:39:47 PM",Morning Ride,Ride,8294,7168.0,12791.599609375,5.340000152587890,1.784542441368100,408.0303955078130,1891.0,26.0
14699607297,"Jun 30, 2023, 3:09:38 PM",Morning Ride,Ride,6458,5864.0,19192.5,10.760000228881800,3.2729365825653100,443.4341125488280,1947.0,19.0
14699607307,"Jun 25, 2023, 4:49:08 PM",Morning Ride,Ride,10564,9559.0,29226.80078125,8.622221946716310,3.057516574859620,622.9254760742190,2884.0,
14699607308,"Jun 25, 2023, 4:36:16 PM",Morning Ride,Ride,11357,10438.0,31201.599609375,8.081818580627440,2.989231586456300,696.5640258789060,3137.0,20.0
14699607310,"Jun 21, 2023, 11:00:19 PM",Afternoon Ride,Ride,9973,9184.0,28737.80078125,11.0,3.1291158199310300,537.6759643554690,2812.0,23.0
14699607332,"Jun 7, 2023, 8:08:33 PM",Afternoon Ride,Ride,5305,4855.0,14764.400390625,10.479999542236300,3.0410711765289300,329.4071350097660,1418.0,18.0
14699607333,"Jun 5, 2023, 10:41:22 PM",Afternoon Ride,Ride,4552,3752.0,11403.2998046875,9.949999809265140,3.0392589569091800,232.5465545654300,1249.0,18.0
14699607335,"May 31, 2023, 6:47:44 PM",Lunch Ride,Ride,3991,3748.0,9852.2001953125,8.311111450195310,2.628655195236210,271.654296875,1098.0,16.0
14699607341,"Jun 12, 2023, 10:34:52 PM",Afternoon Ride,Ride,5413,4991.0,14687.599609375,10.333333015441900,2.942816972732540,330.5920104980470,1443.0,18.0
14699607343,"May 21, 2023, 8:24:34 PM",Afternoon Ride,Ride,6571,5956.0,15193.599609375,7.485714435577390,2.550973892211910,462.23345947265600,1817.0,23.0
14699607347,"May 26, 2023, 1:53:22 PM",Morning Ride,Ride,5089,4957.0,15173.099609375,10.342857360839800,3.060944080352780,340.2241516113280,1485.0,12.0
14699607349,"May 29, 2023, 8:08:38 PM",Afternoon Ride,Ride,4973,4551.0,12429.2998046875,6.574999809265140,2.731114149093630,361.69415283203100,1347.0,17.0
14699607352,"May 25, 2023, 11:34:45 PM",Afternoon Ride,Ride,3961,3583.0,10655.0,7.328571319580080,2.9737648963928200,191.4166717529300,1171.0,17.0
14699607383,"May 20, 2023, 4:07:07 PM",Morning Ride,Ride,9116,6451.0,22035.80078125,8.699999809265140,3.4158735275268600,712.8704833984380,1722.0,18.0
14699610999,"May 16, 2023, 10:42:20 PM",Afternoon Ride,Ride,6350,5714.0,16838.30078125,9.899999618530270,2.946849822998050,430.6476135253910,1790.0,23.0
14699611045,"May 9, 2023, 11:30:59 PM",Afternoon Ride,Ride,3493,3323.0,10864.900390625,9.600000381469730,3.269605875015260,221.71595764160200,1024.0,17.0
14699611046,"May 13, 2023, 4:39:52 PM",Morning Ride,Ride,7901,6036.0,15472.2998046875,11.079999923706100,2.5633366107940700,496.2266540527340,2064.0,18.0
14699611055,"May 14, 2023, 3:35:17 PM",Morning Ride,Ride,5682,4572.0,13905.7998046875,6.474999904632570,3.041513442993160,531.6085815429690,2104.0,18.0
14699611056,"May 11, 2023, 2:16:54 PM",Morning Ride,Ride,4998,4724.0,14769.7998046875,9.399999618530270,3.1265451908111600,330.1072082519530,1426.0,12.0
14699611057,"May 3, 2023, 10:18:08 PM",Afternoon Ride,Ride,7323,7151.0,20992.400390625,10.460000038147000,2.93558931350708,544.9916381835940,2094.0,15.0
14699611059,"May 7, 2023, 3:35:48 PM",Morning Ride,Ride,6640,3487.0,10587.900390625,6.6875,3.0363922119140600,415.7204895019530,1014.0,13.0
14699611060,"May 8, 2023, 11:14:09 PM",Afternoon Ride,Ride,5250,4031.0,8342.099609375,9.466666221618650,2.069486379623410,336.12249755859400,1300.0,18.0
14699611061,"May 10, 2023, 10:53:09 PM",Afternoon Ride,Ride,4869,4677.0,14771.2998046875,9.359999656677250,3.158285140991210,328.4486999511720,1424.0,17.0
14699611071,"Apr 25, 2023, 10:54:04 PM",Afternoon Ride,Ride,6811,6507.0,19485.900390625,9.311111450195310,2.994605779647830,441.9594421386720,1909.0,19.0
14699611072,"May 2, 2023, 10:32:38 PM",Afternoon Ride,Ride,6506,6272.0,19271.400390625,12.133333206176800,3.072608470916750,438.7834167480470,924.0,15.0
14699611077,"Apr 29, 2023, 10:10:13 PM",Afternoon Ride,Ride,3812,3452.0,9854.599609375,7.8222222328186000,2.854750871658330,266.9569091796880,1134.0,21.0
14699611158,"Apr 22, 2023, 3:58:56 PM",Morning Ride,Ride,6136,5311.0,13307.2998046875,7.714285850524900,2.505610942840580,393.0659484863280,1602.0,22.0
14699611160,"Apr 19, 2023, 10:19:29 PM",Afternoon Ride,Ride,5274,4083.0,8742.099609375,9.133333206176760,2.1410973072052,346.51666259765600,1333.0,17.0
14699611168,"Apr 15, 2023, 8:09:48 PM",Afternoon Ride,Ride,7556,3947.0,22628.30078125,22.174270629882800,5.733037948608400,417.00048828125,2741.0,19.0
14699611169,"Apr 21, 2023, 8:53:17 PM",Afternoon Ride,Ride,5603,5237.0,14851.599609375,11.84000015258790,2.8358983993530300,333.3276062011720,1522.0,29.0
14699611172,"Apr 12, 2023, 12:02:29 AM",Afternoon Ride,Ride,3903,2020.0,5183.10009765625,8.171428680419920,2.5658910274505600,83.6187515258789,1071.0,16.0
14699611176,"Apr 20, 2023, 10:27:14 PM",Afternoon Ride,Ride,6874,6553.0,19106.80078125,10.220000267028800,2.9157333374023400,440.5409851074220,1922.0,24.0
14699611179,"Apr 23, 2023, 3:52:31 PM",Morning Ride,E-Bike Ride,12081,9654.0,37091.80078125,12.385714530944800,3.8421173095703100,932.58154296875,4647.0,19.0
14699611180,"Apr 14, 2023, 6:53:00 PM",Lunch Ride,Ride,6579,6392.0,19223.30078125,9.149999618530270,3.007399797439580,437.16058349609400,1820.0,15.0
14699611181,"Apr 16, 2023, 4:01:42 PM",Morning Ride,Ride,8085,6452.0,22222.19921875,10.5,3.4442343711853000,438.385009765625,3129.0,14.0
14699611182,"Apr 9, 2023, 5:13:05 PM",Morning Ride,Ride,7915,7260.0,16945.5,11.0,2.3340909481048600,467.0947570800780,1954.0,17.0
14699611216,"Apr 8, 2023, 6:49:59 PM",Lunch Ride,Ride,5002,4788.0,14715.2998046875,9.914285659790040,3.073370933532720,331.6433410644530,1426.0,19.0
14699611217,"Apr 5, 2023, 10:33:37 PM",Afternoon Ride,Ride,6531,6239.0,19160.900390625,9.520000457763670,3.0711491107940700,438.73321533203100,1860.0,16.0
14699611221,"Apr 7, 2023, 6:56:40 PM",Lunch Ride,Ride,6806,6513.0,19151.69921875,9.966666221618650,2.9405343532562300,441.1409606933590,1864.0,20.0
14699615731,"Mar 5, 2023, 9:00:12 PM",Afternoon Ride,Ride,5282,5050.0,14700.599609375,9.15999984741211,2.9110097885131800,329.5421142578130,1531.0,
14699615732,"Mar 13, 2023, 10:48:55 PM",Afternoon Ride,Ride,3769,2509.0,4813.10009765625,7.0,1.9183340072631800,156.32000732421900,837.0,18.0
14699615735,"Feb 21, 2023, 11:30:31 PM",Afternoon Ride,Ride,3748,2452.0,7140.60009765625,12.54285717010500,2.9121532440185500,114.5742416381840,1055.0,14.0
14699615739,"Mar 27, 2023, 11:14:46 PM",Afternoon Ride,Ride,7027,5566.0,6737.2001953125,1.755555510520940,1.2104203701019300,399.7291564941410,1625.0,17.0
14699615740,"Feb 18, 2023, 9:56:37 PM",Afternoon Ride,Ride,6782,2360.0,6818.10009765625,14.733333587646500,2.8890254497528100,105.79689025878900,1643.0,18.0
14699615744,"Mar 7, 2023, 11:35:50 PM",Afternoon Ride,Ride,5204,4765.0,14741.900390625,9.800000190734860,3.0937881469726600,332.51690673828100,1468.0,12.0
14699615748,"Mar 28, 2023, 4:33:24 PM",Morning Ride,Ride,7179,6667.0,19134.5,8.5600004196167,2.8700315952301000,443.59844970703100,1922.0,17.0
14699615750,"Feb 19, 2023, 4:58:12 PM",Morning Ride,Ride,7058,4344.0,12642.7998046875,10.720000267028800,2.910405158996580,301.4488220214840,1847.0,13.0
14699615761,"Feb 6, 2023, 8:05:08 PM",Lunch Ride,Ride,5396,4779.0,14736.7998046875,9.460000038146970,3.083657741546630,332.1786193847660,1482.0,16.0
14699615847,"Jan 21, 2023, 8:33:52 PM",Lunch Ride,Ride,3150,2439.0,6584.0,8.214285850524900,2.6994669437408400,122.3892822265630,808.0,16.0
14699615848,"Jan 28, 2023, 10:31:11 PM",Afternoon Ride,Ride,4217,3072.0,6606.5,7.550000190734860,2.1505534648895300,250.99095153808600,1100.0,15.0
14699615856,"Feb 1, 2023, 7:38:00 PM",Lunch Ride,Ride,5465,4566.0,14763.2998046875,10.449999809265100,3.233311414718630,329.8325500488280,1554.0,16.0
14699615873,"Feb 3, 2023, 8:21:31 PM",Lunch Ride,Ride,5055,4793.0,14738.400390625,9.899999618530270,3.074984312057500,335.1888122558590,1427.0,19.0
14699615886,"Jan 19, 2023, 11:34:42 PM",Afternoon Ride,Ride,5878,5299.0,14692.2998046875,8.350000381469730,2.7726552486419700,330.60443115234400,1537.0,11.0
14699615911,"Jan 27, 2023, 4:32:26 PM",Morning Ride,Ride,10182,7801.0,30530.0,8.855555534362790,3.9136009216308600,803.6128540039060,2008.0,13.0
14699615912,"Jan 13, 2023, 10:28:13 PM",Afternoon Ride,Ride,5200,3898.0,8756.599609375,8.579999923706060,2.246433973312380,341.755126953125,1280.0,16.0
14699615914,"Feb 5, 2023, 9:53:30 PM",Afternoon Ride,E-Bike Ride,5021,4554.0,20909.099609375,9.220000267028810,4.591370105743410,383.5566711425780,1169.0,16.0
14699615921,"Jan 9, 2023, 10:16:37 PM",Afternoon Ride,Ride,5335,4325.0,9955.099609375,7.171428680419920,2.301757335662840,364.46856689453100,1376.0,18.0
14699615939,"Jan 8, 2023, 5:06:56 PM",Morning Ride,Ride,7191,5436.0,18376.80078125,13.859999656677200,3.3805739879608200,667.44189453125,2781.0,13.0
14699615942,"Dec 30, 2022, 5:11:12 PM",Morning Ride,Ride,6805,5827.0,23482.19921875,9.257143020629880,4.029895305633550,660.1887817382810,3268.0,13.0
14699616020,"Dec 26, 2022, 3:56:51 PM",Morning Ride,Ride,4979,3892.0,6867.0,6.4285712242126500,1.7643884420394900,319.9200134277340,1198.0,10.0
14699616026,"Dec 18, 2022, 7:03:22 PM",Lunch Ride,Ride,5107,3368.0,6601.10009765625,5.166666507720950,1.9599465131759600,130.3192138671880,1323.0,14.0
14699616034,"Dec 25, 2022, 5:04:53 PM",Morning Ride,Ride,6161,4616.0,9599.099609375,7.885714054107670,2.0795276165008500,323.7696838378910,1579.0,13.0
14699616037,"Dec 24, 2022, 3:28:35 PM",Morning Ride,Ride,6677,5523.0,10271.2998046875,9.333333015441900,1.8597320318222000,410.9673156738280,1740.0,8.0
14699616060,"Dec 17, 2022, 6:49:51 PM",Morning Ride,E-Bike Ride,6729,5917.0,27523.400390625,12.050000190734900,4.651580333709720,545.5846557617190,3148.0,15.0
14704893649,"Dec 5, 2022, 11:12:31 PM",Afternoon Ride,E-Bike Ride,6378,5717.0,28942.900390625,11.100000381469700,5.062602996826170,539.3737182617190,1148.0,14.0
14704893738,"Dec 6, 2022, 11:32:29 PM",Afternoon Ride,Ride,4892,4534.0,14736.099609375,10.585714340210000,3.2501323223114000,327.8278503417970,1429.0,13.0
14704893765,"Dec 8, 2022, 8:36:09 PM",Lunch Ride,Ride,4308,4057.0,10466.7998046875,10.416666984558100,2.5799360275268600,251.9398651123050,1165.0,15.0
14704893769,"Dec 7, 2022, 11:24:52 PM",Afternoon Ride,Ride,4941,4669.0,14714.0,11.485713958740200,3.1514241695404100,330.0376281738280,1432.0,14.0
14704893831,"Dec 4, 2022, 6:35:13 PM",Morning Ride,E-Bike Ride,9442,7387.0,30048.80078125,10.6899995803833,4.0677947998046900,658.7909545898440,1956.0,17.0
14704893839,"Dec 10, 2022, 4:42:17 PM",Morning Ride,Ride,7442,4930.0,18069.0,8.641666412353520,3.665111541748050,513.5587158203130,2823.0,11.0
14704893843,"Nov 20, 2022, 4:56:38 PM",Morning Ride,Ride,6328,4028.0,10892.2998046875,11.600000381469700,2.704145908355710,514.1803588867190,2126.0,18.0
14704893872,"Nov 26, 2022, 7:21:40 PM",Lunch Ride,Ride,7885,6449.0,16286.0,6.559999942779540,2.525352716445920,470.6276550292970,2359.0,21.0
14704893889,"Dec 3, 2022, 7:14:20 PM",Lunch Ride,Ride,6255,4668.0,15441.400390625,9.9375,3.3079264163970900,472.63165283203100,1116.0,18.0
14704893891,"Nov 19, 2022, 10:41:28 PM",Afternoon Ride,E-Bike Ride,2392,2214.0,8413.2001953125,9.585714340209960,3.799999952316280,338.3428649902340,1127.0,20.0
14704893899,"Nov 23, 2022, 8:53:10 PM",Lunch Ride,Ride,6562,4353.0,4691.7998046875,1.6090909242630000,1.0778313875198400,17.540000915527300,1288.0,23.0
14704893909,"Nov 25, 2022, 5:12:16 PM",Morning Ride,Ride,6176,5473.0,15339.900390625,9.628571510314940,2.8028321266174300,441.9519958496090,2027.0,19.0
14704893945,"Oct 29, 2022, 3:05:16 PM",Morning Ride,Ride,7101,5433.0,20418.0,8.569999694824220,3.7581446170806900,523.260009765625,1429.0,11.0
14704893972,"Nov 29, 2022, 11:41:46 PM",Afternoon Ride,Ride,4971,4691.0,14750.5,10.600000381469700,3.144425392150880,328.0321350097660,1421.0,14.0
14704894014,"Nov 30, 2022, 10:43:04 PM",Afternoon Ride,E-Bike Ride,7562,7272.0,32020.099609375,9.399999618530270,4.403203964233400,602.759033203125,1791.0,14.0
14704894047,"Oct 30, 2022, 10:20:10 PM",Afternoon Ride,E-Bike Ride,2630,2556.0,11636.7998046875,14.149999618530300,4.552738666534420,178.3545684814450,597.0,23.0
14704894055,"Nov 1, 2022, 10:34:52 PM",Afternoon Ride,Ride,4727,4590.0,14759.099609375,10.357142448425300,3.2154901027679400,333.79443359375,1369.0,19.0
14704894058,"Nov 21, 2022, 4:50:59 PM",Morning Ride,Ride,4568,3483.0,8176.10009765625,7.159999847412110,2.347430467605590,297.2542724609380,1142.0,17.0
14704894070,"Nov 13, 2022, 5:10:20 PM",Morning Ride,Ride,10485,7524.0,24010.19921875,10.779999732971200,3.191148281097410,727.2771606445310,3728.0,14.0
14704894080,"Dec 2, 2022, 7:51:39 PM",Lunch Ride,E-Bike Ride,7948,7509.0,34423.69921875,11.100000381469700,4.584325313568120,663.5391235351560,1912.0,17.0
14704894081,"Nov 11, 2022, 5:18:35 PM",Morning Ride,E-Bike Ride,6195,5941.0,28900.30078125,9.399999618530270,4.864551544189450,512.9849853515630,3126.0,17.0
14704894093,"Nov 6, 2022, 4:05:08 PM",Morning Ride,Ride,8250,5132.0,19876.30078125,8.300000190734860,3.8730125427246100,495.5561828613280,3031.0,13.0
14704894126,"Oct 26, 2022, 5:03:32 PM",Morning Ride,Ride,4812,4585.0,14745.400390625,10.140000343322800,3.2160086631774900,329.86309814453100,701.0,18.0
14704894184,"Nov 16, 2022, 11:31:46 PM",Afternoon Ride,E-Bike Ride,5162,4986.0,25793.599609375,9.619999885559080,5.1732048988342300,456.8858947753910,2797.0,22.0
14704894213,"Oct 22, 2022, 5:10:31 PM",Morning Ride,E-Bike Ride,7599,7358.0,33949.19921875,11.5,4.613916873931890,753.93212890625,1823.0,18.0
14704899077,"Oct 21, 2022, 2:04:17 PM",Morning Ride,Ride,7103,5264.0,17872.5,9.733333587646480,3.3952317237854000,723.1526489257810,1390.0,16.0
14704899079,"Oct 19, 2022, 2:35:38 PM",Morning Ride,E-Bike Ride,6285,5772.0,22578.69921875,11.149999618530300,3.9117636680603000,942.794921875,1507.0,22.0
14704899080,"Oct 17, 2022, 11:04:10 PM",Afternoon Ride,E-Bike Ride,4636,4431.0,16426.0,13.80571460723880,3.707063913345340,703.615234375,1072.0,21.0
14704899125,"Oct 2, 2022, 6:12:02 PM",Lunch Ride,Ride,773,589.0,2167.800048828130,7.099999904632570,3.6804754734039300,6.840000152587890,197.0,22.0
14704899138,"Oct 10, 2022, 10:14:22 PM",Afternoon Ride,Ride,4853,4718.0,14993.7998046875,9.84000015258789,3.177999258041380,332.73443603515600,1401.0,24.0
14704899139,"Oct 12, 2022, 2:09:31 PM",Morning Ride,Ride,4771,4676.0,14677.7001953125,10.149999618530300,3.1389434337616000,331.38739013671900,1363.0,17.0
14704899158,"Oct 8, 2022, 9:03:51 PM",Afternoon Ride,Ride,3637,2735.0,6667.10009765625,6.78000020980835,2.4376964569091800,282.4437255859380,1244.0,25.0
14704899159,"Sep 26, 2022, 1:38:12 PM",Morning Ride,Ride,4820,4686.0,14715.099609375,10.074999809265100,3.140226125717160,331.41143798828100,1361.0,16.0
14704899160,"Oct 4, 2022, 1:55:32 PM",Morning Ride,Ride,4791,4737.0,14672.2998046875,8.966666221618650,3.0973823070526100,328.0257263183590,1343.0,15.0
14704899161,"Sep 25, 2022, 2:37:35 PM",Morning Ride,Ride,5345,4513.0,13443.900390625,7.087500095367430,2.9789276123046900,501.3933410644530,1992.0,19.0
14704899163,"Sep 19, 2022, 11:07:30 PM",Afternoon Ride,Ride,4638,4493.0,14727.7001953125,10.5625,3.277921199798580,330.5018310546880,701.0,23.0
14704899164,"Sep 28, 2022, 1:45:45 PM",Morning Ride,Ride,4926,4808.0,14651.599609375,10.814285278320300,3.047337770462040,329.874755859375,1364.0,16.0
14704899177,"Oct 16, 2022, 9:41:08 PM",Afternoon Ride,E-Bike Ride,7904,7063.0,34452.6015625,11.34000015258790,4.877898693084720,650.9528198242190,1884.0,21.0
14704899181,"Sep 13, 2022, 11:35:37 PM",Afternoon Ride,Ride,4748,4543.0,14747.099609375,11.316666603088400,3.24611496925354,330.5950012207030,682.0,25.0
14704899258,"Aug 19, 2022, 1:21:18 PM",Morning Ride,Ride,4670,4485.0,14727.7998046875,9.222222328186040,3.283790349960330,330.4378662109380,693.0,17.0
14704899264,"Aug 29, 2022, 1:27:54 PM",Morning Ride,Ride,2286,2209.0,7426.0,9.766666412353520,3.3617022037506100,159.95523071289100,357.0,20.0
14704899272,"Sep 7, 2022, 1:15:22 PM",Morning Ride,Ride,4825,4600.0,14702.7001953125,11.050000190734900,3.1962392330169700,332.4788818359380,705.0,21.0
14704899286,"Sep 2, 2022, 2:49:00 PM",Morning Ride,E-Bike Ride,5890,5619.0,29754.69921875,11.800000190734900,5.29537296295166,616.2249755859380,1546.0,25.0
14704899289,"Aug 17, 2022, 1:11:47 PM",Morning Ride,Ride,2169,2142.0,7393.60009765625,9.25,3.4517273902893100,157.625,341.0,20.0
14704899298,"Sep 11, 2022, 3:52:03 PM",Morning Ride,E-Bike Ride,5223,4458.0,19217.599609375,9.383333206176760,4.310811996459960,174.76512145996100,1059.0,24.0
14704899299,"Sep 21, 2022, 11:30:35 PM",Afternoon Ride,Ride,4562,4449.0,14757.0,10.539999961853000,3.316925048828130,327.82000732421900,1365.0,24.0
14704899303,"Aug 16, 2022, 1:12:28 PM",Morning Ride,E-Bike Ride,4559,4559.0,14708.900390625,9.0600004196167,3.2263433933258100,331.4031066894530,887.0,17.0
14704899308,"Aug 21, 2022, 3:47:59 PM",Morning Ride,E-Bike Ride,9838,8601.0,33042.0,21.799999237060500,3.841646432876590,698.58642578125,1878.0,20.0
14704899309,"Aug 14, 2022, 4:13:54 PM",Morning Ride,E-Bike Ride,4010,3897.0,22171.900390625,13.462499618530300,5.689478874206540,421.47332763671900,1152.0,27.0
14704899338,"Sep 18, 2022, 6:40:01 PM",Lunch Ride,Ride,3326,3100.0,10841.5,10.279999732971200,3.497257947921750,218.83023071289100,521.0,22.0
14704904607,"Aug 8, 2022, 1:33:51 PM",Morning Ride,Ride,4522,4381.0,14735.400390625,9.720000267028810,3.363478660583500,336.64166259765600,690.0,20.0
14704904608,"Aug 10, 2022, 1:40:44 PM",Morning Ride,Ride,4410,4367.0,14776.0,10.100000381469700,3.383558511734010,328.5511779785160,676.0,20.0
14704904609,"Aug 7, 2022, 2:51:22 PM",Morning Ride,E-Bike Ride,12311,10364.0,35753.1015625,14.399999618530300,3.449739456176760,1214.1319580078100,2463.0,28.0
14704904613,"Aug 6, 2022, 3:42:05 PM",Morning Ride,Ride,4743,4572.0,14720.5,9.083333015441900,3.2197070121765100,327.6087951660160,1380.0,23.0
14704904640,"Aug 4, 2022, 2:22:26 PM",Morning Ride,Ride,4654,4474.0,14735.2998046875,10.520000457763700,3.2935404777526900,331.60784912109400,1366.0,19.0
14704904641,"Aug 2, 2022, 2:33:28 PM",Morning Ride,Ride,6708,6370.0,19113.5,10.088889122009300,3.000549554824830,442.7354736328130,1851.0,22.0
14704904642,"Jul 23, 2022, 4:40:36 PM",Morning Ride,Ride,7237,6156.0,19101.19921875,9.483333587646480,3.1028590202331500,438.5147705078130,1958.0,22.0
14704904650,"Jul 18, 2022, 5:03:44 PM",Morning Ride,Ride,4827,4512.0,14735.5,10.966666221618700,3.2658467292785600,330.9986572265630,702.0,27.0
14704904652,"Jul 22, 2022, 4:34:25 PM",Morning Ride,Ride,11678,9486.0,24170.599609375,10.524999618530300,2.5480287075042700,648.4314575195310,2900.0,25.0
14704904673,"Jul 19, 2022, 2:49:21 PM",Morning Ride,E-Bike Ride,8681,7706.0,34880.3984375,10.857142448425300,4.526394844055180,670.7174682617190,1969.0,23.0
14704904722,"Jul 1, 2022, 3:23:32 PM",Morning Ride,Ride,3897,3577.0,12898.900390625,16.362499237060500,3.6060664653778100,228.28094482421900,554.0,22.0
14704904723,"Jul 11, 2022, 4:27:48 PM",Morning Ride,Ride,3537,2991.0,10843.5,10.0,3.6253762245178200,219.28880310058600,530.0,22.0
14704904730,"Jul 3, 2022, 7:49:53 PM",Lunch Ride,Ride,6423,5367.0,13078.7998046875,7.474999904632570,2.436892032623290,194.21466064453100,794.0,37.0
14704904734,"Jul 16, 2022, 2:38:40 PM",Morning Ride,Ride,5387,3572.0,12177.0,7.971428394317630,3.4090144634246800,477.7533264160160,1027.0,18.0
14704904737,"Jul 4, 2022, 8:38:24 PM",Afternoon Ride,Ride,3671,3017.0,7411.39990234375,5.733333110809330,2.4565463066101100,119.17700958252000,466.0,35.0
14704904740,"Jul 13, 2022, 5:23:50 PM",Morning Ride,Ride,7936,6876.0,15952.400390625,6.184210300445560,2.320011615753170,443.2823791503910,2016.0,19.0
14704904742,"Jun 28, 2022, 2:47:24 PM",Morning Ride,Ride,5919,4212.0,8851.099609375,7.585714340209960,2.101400852203370,352.90570068359400,1483.0,22.0
14704904745,"Jul 12, 2022, 3:53:18 PM",Morning Ride,Ride,8067,6765.0,23956.5,8.050000190734860,3.5412416458129900,795.6821899414060,1606.0,19.0
14704904748,"Jul 15, 2022, 4:02:21 PM",Morning Ride,E-Bike Ride,9928,8356.0,34377.19921875,11.516666412353500,4.114073753356930,769.4251098632810,2069.0,21.0
14704904751,"Jul 2, 2022, 4:37:35 PM",Morning Ride,Ride,8381,6783.0,17698.900390625,7.442857265472410,2.6093027591705300,541.7013549804690,1226.0,35.0
14704904753,"Jun 30, 2022, 2:59:47 PM",Morning Ride,Ride,6834,5977.0,23590.400390625,11.270000457763700,3.9468629360199000,761.9461669921880,1548.0,21.0
14704904789,"Jun 26, 2022, 3:56:22 PM",Morning Ride,E-Bike Ride,10511,9339.0,28686.400390625,8.199999809265140,3.0716779232025100,569.058349609375,2917.0,32.0
14704904797,"Jun 27, 2022, 3:31:19 PM",Morning Ride,E-Bike Ride,9679,8779.0,39985.6015625,16.260000228881800,4.5546875,486.13189697265600,1545.0,22.0
14704904799,"Jun 24, 2022, 4:13:29 PM",Morning Ride,Ride,10066,8964.0,27763.099609375,9.420000076293950,3.097177505493160,559.6533203125,2726.0,35.0
14704909670,"Jun 23, 2022, 2:43:10 PM",Morning Ride,E-Bike Ride,8973,7527.0,32826.0,9.800000190734860,4.361100196838380,720.6600952148440,1384.0,18.0
14704909706,"Jun 18, 2022, 5:26:49 PM",Morning Ride,Ride,1669,1355.0,4878.7998046875,11.569999694824200,3.600590467453000,115.875,625.0,20.0
